OPEN 5.3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Oct  4 2021 11:57:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComputeList=,/User/Configs/Comps/Default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLCTable=,/Sys/Lib/StdBLCTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-02B RedBlue #SI-1466,1,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogFormat=,/User/Configs/LogFormats/horsenettle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogCodes=,-35,-21,-36,30,23,36,21,25,-33,-34,-32,-9,-10,-8,-1,-2,-4,-5,-14,-15,-7,-12,-13,-11,-65,-66,-72,-23,-107,-108,-109
PromptList=,/User/Configs/Prompts/horsenettle prompts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stability= (CO2S 15s SLP<1)(H2OS 15s SLP<1)(Flow 15s SLP<1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$STARTOFDATA$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Block,Ramet,Obs,HHMMSS,FTime,Photo,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status,
OP3     ,2,a                                     ,1,11:57:21,26,19.5,0.132,154,4.16,3.14,2.3,1,4.46,26.95,25.91,26.82,419.88,410.13,0.301,2.213,0.83,6.11,499.7,400,50,98.48,-8.45,0.0825,1,111115,
FR2     ,2,a                                     ,2,11:59:26,150.5,16.1,0.0349,-331,1.23,3.43,2.3,1,4.46,27.28,26.77,27.17,419.93,412.3,0.443,1.009,1.2,2.73,499.7,401,50,98.48,-8.45,0.0825,0.7,111115,
FR12    ,2,a                                     ,3,12:02:21,325.5,37.4,0.168,22.5,5.22,3.12,2.3,1,4.46,27.62,26.22,27.56,419.89,401.71,0.654,3.048,1.74,8.09,499.7,399,50,98.48,-8.45,0.0825,1,111115,
CE7b    ,2,a                                     ,4,12:04:05,429.5,31.3,0.141,29.2,4.53,3.2,2.3,1,4.46,27.83,26.51,27.78,419.78,404.54,0.776,2.853,2.03,7.48,499.6,400,44,98.48,-8.45,0.0825,1,111115,
CE1     ,1,a                                     ,5,12:05:31,515.5,17.3,0.0809,52.3,2.71,3.3,2.3,1,4.46,27.97,26.64,27.94,419.75,411.29,0.859,2.105,2.23,5.47,499.7,399,50,98.49,-8.45,0.0825,0.7,111115,
PI1     ,1,a                                     ,6,12:07:04,609,28.9,0.114,-21.1,3.82,3.33,2.3,1,4.46,28.16,27.09,28.13,419.77,405.74,0.948,2.703,2.44,6.95,499.7,401,50,98.49,-8.45,0.0825,0.3,111115,
PI1-real,1,a                                     ,7,12:09:00,725,23.8,0.109,38,3.69,3.36,2.3,1,4.46,28.33,27.23,28.31,419.7,408.05,1.047,2.74,2.66,6.98,499.7,400,52,98.49,-8.45,0.0825,0.7,111115,
PI28    ,1,a                                     ,8,12:11:34,879,34.9,0.104,-154,3.52,3.36,2.3,1,4.46,28.53,27.25,28.52,419.57,402.83,1.147,2.765,2.89,6.96,499.7,401,51,98.49,-8.45,0.0825,1,111115,
